Name,Price
Điện thoại Samsung Galaxy A05s (4Gb/128Gb) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,3625000
"Máy tính bảng Oukitel RT1 - hàng chính hãng  (chống nước,chống va đập , pin khủng,pin 10.000mAh,màn hình 10,1 inch,Ram 4Gb,Rom 64Gb,tám nhân,học online)",6990000
Máy đọc sách Kobo Elipsa - Hàng nhập khẩu,12000000
Máy tính bảng OPPO Pad Neo 4G 8GB/128GB - Hàng Chính Hãng,7990000
"Điện thoại chắc chắn Ulefone Armor X13, (Ram 12GB(6Gb+6Gb),Rom 64GB,chống nước,chống va đập IP68/IP69K, Android 13,CPU MediaTek Helio G36 Octa Core,Màn hình 6,52 inch, Mạng: 4G, NFC,OTG)-hàng chính hãng",4390000
"Điện thoại siêu bền Oukitel WP33 Pro 5G (Loa to 136 dB (5W) ,Pin 22000mAh,màn hình 6,6 inch FHD+,Ram 24GB(8+16),Rom 256GB, Camera 64MP,sạc nhanh 33W)- hàng chính hãng",8990000
Điện thoại OPPO A58 8GB - Hàng Chính Hãng,5390000
Xiaomi Redmi 13 (6+128G) - Hàng Chính Hãng,4161000
Điện thoại Realme Note 50 (3GB/64GB) - Hàng chính hãng,2359000
Điện thoại OPPO CPH2471 - A17k Xanh - Hàng Chính Hãng (chỉ giao HN và một số khu vực),3276000
Điện thoại Samsung Galaxy A05 (4GB/128GB)- Helio G85 - Sạc nhanh 25W - Hàng chính hãng,3037000
"Điện Thoại Chắc Chắn OUKITEL WP23 PRO ( Ram 16Gb(8GB+8Gb),Rom 128GB ,Android13, Pin 10600mAh,Màn hình 6.52 ""HD + ,13MP camera Sau,chống nước,chống va đập)-hàng chính hãng",4990000
Điện thoại Xiaomi Redmi Note 12 Pro 5G (8GB/256GB) - Hàng chính hãng,9000000
Điện thoại Samsung A05 4GB - hàng chính hãng,3037000
Máy Đọc Sách Likebook P10 - Hàng chính hãng,9090000
Điện thoại Xiaomi Redmi A3 (3GB/64GB) - Hàng Chính Hãng,2390000
Điện thoại Xiaomi Redmi Note 13 (8GB/128GB) - Hàng Chính Hãng,5131000
Điện Thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng Chính Hãng,7164000
Điện thoại Xiaomi Redmi 10 (4GB/128GB) - Hàng chính hãng,4280000
Điện Thoại Samsung A34 5G 8GB/128GB - Hàng Chính Hãng,7164000
Điện thoại Panasonic KX-TSC11MX -Hàng chính hãng,589000
Điện Thoại Samsung Galaxy A34 5G (8GB/128GB) ĐKH -  Hàng Chính Hãng,7164000
Điện thoại realme C67 256GB - Hàng Chính Hãng,5890000
Điện thoại bàn Panasonix KX-TGD312 hàng chính hãng,1950000
Máy đọc sách Kindle Oasis 3 10th - Hàng nhập khẩu,6722100
Điện thoại bàn không dây Panasonic KX-TGC313 - Hàng Chính Hãng,2250000
"Điện thoại thông minh itel A26 - giá rẻ | 2 Sim 2 Sóng 4G LTE | Màn hình IPS 5.7"" HD+ | RAM 2GB + ROM 32 GB (Hỗ trợ thẻ nhớ 32 GB) | Mở khoá bằng Gương Mặt | Chính Hãng bảo hành 12 tháng| 1 đổi 1 trong 30 ngày",2390000
"Điện thoại Oukitel  WP12 Pro (chống nước,chống va đập,RAM 8GB(Ram 4GB+ 4Gb),Rom 64 Gb,8 nhân)- hÀng chính hãng",3590000
Điện thoại realme C65 (8GB/256GB) - Hàng Chính Hãng,4690000
Điện thoại vivo Y28 8GB/128GB - Hàng Chính Hãng,5645000
Điện thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng chính hãng,7164000
"Máy tính bảng Kindle Fire HD8 PLUS 2022 (Fire HD 8 12th) - Màn hình 8inch HD, RAM 3GB, CPU Hexa-core 2.0 GHz, CÀI ĐƯỢC CH PLAY- Hàng nhập khẩu",2790000
Điện Thoại Bàn Panasonic KX-TS500MX - Panasonic KX-TS500MX Integrated Telephone System - Hàng chính hãng,310000
"Điện thoại Ulefone Armor 13 (pin khủng,pin 13.200mAh, Ram 8Gb,Rom 256Gb,chống sốc,chống va đập,nội soi,tia hồng ngoại,tia lade,loa to,học online)- hàng chính hãng",8980000
Máy tính bảng Lenovo Tab M11 4G 4GB/128GB - Hàng Chính Hãng,6190000
"Combo Máy đọc sách Kindle Scribe kèm bút – thế hệ đầu tiên có thể đọc và viết, màn hình 10,2” 300PPI, đèn vàng warmlight, bộ nhớ 16-64GB, đồng bộ dữ liệu qua Microsoft Word - hàng nhập khẩu",11178277
Máy tính bảng OPPO Pad Neo WiFi - Hàng Chính Hãng,6990000
Máy tính bảng Samsung Galaxy Tab S9+ 5G 12GB_512GB - Hàng chính hãng,25990000
Điện thoại Samsung Galaxy A34 5G 8GB/128GB Bạc - Hàng chính hãng,7164000
Điện thoại vivo Y18 4GB/128GB - Hàng Chính Hãng,3890000
"Máy tính bảng siêu bền Ulefone Armor Pad 3 Pro (Pin 33280 mAh,chống nước,chống va đập,RAM 16GB (8+8), ROM 256GB ,camera 50MP,Màn hình 10.36 Inch)-hàng chính hãng",9990000
Xiaomi Redmi 13 (6+128G) - Hàng Chính Hãng,4161000
Điện Thoại Samsung Galaxy A35 8GB/128GB - Hàng Chính Hãng,7402411
Điện thoại vivo V30e 5G 12GB256GB - Hàng Chính Hãng,10390000
Điện thoại realme Note 50 128GB Xanh Dương - Hàng Chính Hãng,2790000
Điện thoại Xiaomi Redmi Note 12 (8GB/128GB) - Hàng chính hãng,4039000
Samsung Galaxy A34 5G A346E (8+128G) Silver Bạc - Hàng Chính Hãng (chỉ giao HN và một số khu vực),7164000
Điện thoại Xiaomi Redmi 13C (6GB/128GB) - Hàng chính hãng,3039000
Điện Thoại Oppo A38 6GB/128GB - Hàng Chính Hãng,4179000
Điện thoại Samsung Galaxy A34 5G 8GB/128GB Đen - Hàng chính hãng,7164000
Điện thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,7164000
Máy tính bảng Edutab 10.1 Pro & Case da tặng Hệ thống quản lý học tập & kiểm soát dành cho Phụ huynh trọn đời,4989000
Điện thoại vivo Y03 128GB - Hàng Chính Hãng,3290000
Điện Thoại Để Bàn Panasonic KX-TS500MX - Hàng Chính Hãng,310000
Điện Thoại IP Phone Fanvil X1S - Hàng Chính Hãng,950000
"Máy tính bảng học tập thông minh Nexta Edutab Pro tối ưu cho trẻ 9-12 tuổi, 64GB, tích hợp ứng dụng học tập - Hàng nhập khẩu",6490000
OPPO Reno12 F 5G 8GB Xanh Lá - Hàng Chính Hãng,9490000
Điện Thoại di động vivo Y16 (4GB/128GB) - Hàng Chính Hãng,4490000
Tay con điện thoại bàn Panasonic TGDA30-hàng chính hãng,990000
Điện thoại Samsung Galaxy A34 5G 8GB/128GB Xanh - Hàng chính hãng,7164000
Điện Thoại Oppo A60 8GB/128GB - Hàng Chính Hãng,5169000
điện thoại  IP622C - hàng chính hãng,1650000
Điện thoại để bàn Panasonic KX-TS880 hàng chính hãng,1150000
Vivo Y28 8- 256 Xanh đen - Hàng Chính Hãng,6390000
Máy tính bảng OPPO Pad Air WiFi 4GB/64GB - Hàng Chính Hãng,5490000
Điện Thoại Xiaomi Redmi 13C 4GB/128GB - Hàng Chính Hãng,2819000
Điện thoại Realme C25Y (4GB/128GB) - Hàng chính hãng,3519000
Điện thoại OPPO A58 6GB - Hàng Chính Hãng,4590000
Điện thoại realme C65 (8GB/128GB) - Hàng Chính Hãng,4190000
Vivo Y28 8- 256 Cam vàng - Hàng Chính Hãng,6390000
Điện thoại Samsung Galaxy A05 (4GB/128GB) - Hàng chính hãng,2919000
Điện thoại vivo Y100 8GB/128GB - Hàng Chính Hãng,7290000
Điện thoại realme Note 50 64GB - Hàng Chính Hãng,2490000
Điện thoại Xiaomi Redmi A3 (4GB/128GB) - Hàng Chính Hãng,2890000
"Máy tính bảng học tập giá rẻ Nexta Edutab Kid cho bé từ 5-8 tuổi, màn hình full HD 64GB, bao da, kính dán cường lực, hàng chính hãng",4990000
"Máy tính bảng OUKITEL RT2 chắc chắn (chống nước,chống va đập ,pin xài lâu,Pin  20.000Mah, Màn hình  10,1 inch,Ram 8GB,Rom  128 GB, lõi tám nhân,Máy ảnh 16MP,Android 12,sạc nhanh 33W)- hàng chính hãng",9990000
Điện thoại Xiaomi Redmi 10A (2GB/32GB) - Hàng chính hãng,2556000
Điện thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng chính hãng,7164000
Điện thoại OPPO A18 64GB - Hàng Chính Hãng,3190000
Cisco Unified IP Phone 7962G - Hàng chính hãng,4900000
Điện thoại Panasonic KX-TGD310CX - Hàng chính hãng,1169000
Điện thoại Samsung Galaxy A05 (4GB/128GB) - Hàng chính hãng,3037000
Điện thoại Ip phone Cisco CP-7841-K9 chính hãng,4200000
Điện Thoại Để Bàn Panasonic KX-TS500MX - Hàng Chính Hãng,380000
Điện Thoại Samsung Galaxy A55 8GB/256GB - Hàng Chính Hãng,9715872
"Máy Tính Bảng Học Tập Smart Study 1, Hàng Chính Hãng, Cho Trẻ Từ 5-12 Tuổi, 64GB, Tích Hợp Chương Trình Học Tập Toàn Diện",7900000
Điện thoại bàn Panasonic KX-TGC313 hàng chính hãng,2150000
Điện thoại vivo Y18S 6GB/128GB - Hàng Chính Hãng,4190000
Điện thoại Panasonic KX-TGC310CX -Hàng chính hãng,980000
Điện thoại bàn có dây Panasonic KX-TS560MX,730000
Điện thoại OPPO CPH2471 - A17k Vàng - Hàng Chính Hãng (chỉ giao HN và một số khu vực),3276000
"Máy tính bảng siêu bền Oukitel RT6 (chống nước,chống va đập,pin 20000mAh,Ram 16Gb(8GB+8Gb),Rom 256GB,Màn hình 10.1"" ,FHD,Android 13,CPU MTK8788 ,Camera 16MP,sạc nhanh 33W)-hàng chính hãng",9990000
Điện Thoại OPPO A17K (3GB/64GB) - Hàng Chính Hãng,3276000
Vivo Y28 8- 128 Cam vàng - Hàng Chính Hãng,5645000
Xiaomi Redmi A3 (4+128G) Xanh lá - Hàng Chính Hãng,2890000
Điện thoại Panasonic KX-TS520MX - Trắng - Hàng chính hãng,450000
Tay con điện thoại bàn Panasonic TGCA30- Hàng chính hãng-Chỉ xài được khi đã có máy mẹ,750000
"Máy tính bảng chắc chắn Oukitel RT7 5G(Chống va đập,Màn hình 10.1"" FHD+,Pin 32000mAh ,Ram 24GB,Rom 256GB, Android 13,Camera sau 48MP, tầm nhìn ban đêm 20MP,camera trước 32MP,5G) – hàng chính hãng",11970000
Máy tính bảng TCL Tab 10 Gen 2 4G 4GB/64GB - Hàng Chính Hãng,3790000
Điện Thoại Bàn Panasonic KX-TS500,339000
"Máy tính bảng chắc chắn oukitel RT5 (chống nước,chống va đập,pin 11.000mAh,Màn hình 10.1 inch FHD, Ram 14Gb,Rom 256Gb, CPU : Mediatek 8788,lõi 8, lên đến 2.0 GHz, Camera Trước,sau 16 MP, Android 13)- hàng chính hãng",7490000
Điện thoại bàn không dây Panasonic KX-TGD312 - Hàng Chính Hãng,1920000
Điện thoại bàn Panasonic KX-TS880 hàng chính hãng,1090000
Điện Thoại Bàn Panasonic KX-TSC11 - Hàng Chính Hãng,620000
Điện thoại vivo Y18 - Hàng Chính Hãng,4355000
Điện Thoại Oppo A17k 3GB/64GB - Hàng Chính Hãng,3276000
Cisco Unified IP Phone CP-7821-K9 - Hàng chính hãng,2580000
Điện thoại bàn Panasonic KX-TGB112 hàng chính hãng,1280000
Điện thoại vivo Y03 4GB/64GB - Hàng Chính Hãng,2890000
Điện thoại realme Note 50 128GB - Hàng Chính Hãng,2890000
ĐIỆN THOẠI HỘI NGHỊ YEALINK CP960 -HÀNG CHÍNH HÃNG,15230000
Điện thoại Panasonic KX-TS520MX -Hàng chính hãng,450000
Điện thoại Panasonic KX-TGB112CX -Hàng chính hãng,1190000
Điện thoại VoIP Yealink SIP-T30,1050000
Điện thoại VoIP Yealink SIP-T30 - Hàng Chính Hãng,1200000
Điện thoại Panasonic KX-TGC312CX -Hàng chính hãng,1549000
Điện thoại vivo V30e 5G 8GB/256GB - Hàng Chính Hãng,9490000
Điện thoại Ip phone Cisco CP-7945G chính hãng,4500000
Điện thoại Panasonic KX-TS560MX -Hàng chính hãng,699000
Điện thoại IP Grandstream GRP 2601P hàng chính hãng,1050000
Điện thoại IP Grandstream GRP 2601 hàng chính hãng,880000
Điện thoại vivo Y03 4GB/64GB - Hàng Chính Hãng,2890000
"(Hàng chính hãng) Điện thoại bàn hữu tuyến H2P, hiệu Alcatel - Lucent",2220000
Điện thoại bàn Panasonic KX-TS580 hàng chính hãng,999000
Điện Thoại Nokia 3210 4G - Hàng Chính Hãng,1739000
"Điện thoại Ulefone armor 22(chống nước,chống va đập, Màn hình giọt nước 6,58 inch, RAM:8GB,Rom 128GB/256GB,Thẻ nhớ microSD Lên đến 512GB, Camera kép 64MP + 64MP)- hàng chính hãng",5990000
Máy tính bảng Xiaomi Redmi Pad SE 6GB/128GB - Hàng chính hãng,5490000
Điện thoại Xiaomi Redmi Note 13 Pro 8GB/256GB - Hàng Chính Hãng,7990000
Điện thoại Oppo A3 (6GB/128GB) - Hàng chính hãng,4729000
Điện Thoại Samsung Galaxy A55 12GB/256GB - Hàng Chính Hãng,10637780
Điện thoại OnePlus 10T 5G - Hàng Chính Hãng,15990000
Điện Thoại Samsung Galaxy A35 8GB/256GB - Hàng Chính Hãng,7839919
Máy tính bảng Xelex Gama Tab X8 EDU (Hàng chính hãng),2890000
"Máy tính bảng Tab10 Kidzone dành cho bé - quản lý thời gian cho bé - bé học tốt, hiệu quả cao - 1 đổi 1 trong 100 ngày - Hàng chính hãng",2990000
Máy tính bảng Masstel tab 10.1 pro - Hàng chính hãng,4290000
Điện Thoại Samsung A55 5G 8GB/128GB - Hàng Chính Hãng,8909000
Điện thoại để bàn Panasonic KX TSC11MX hàng chính hãng,650000
Điện thoại Samsung Galaxy A15 5G (8GB/256GB) - Hàng chính hãng,5489000
Điện thoại vivo V30 5G 12GB/512GB - Hàng Chính Hãng,13990000
Điện thoại cố định Panasonic KX-TS520MX ( màu đen)-Hàng chính hãng,469000
Điện Thoại Xiaomi Redmi 14C 4GB/128GB - Hàng Chính Hãng,3079000
Điện thoại Masstel Hapi 30 4G Hàng Chính Hãng,2290000
Điện Thoại Nokia 8210 4G - Hàng Chính Hãng,1739000
Điện thoại để bàn Panasonic KX-TS580 hàng chính hãng,850000
Điện thoại bàn Không Dây Lắp Sim Homephone Hp1002c,1299000
Điện Thoại Oppo A3 6GB/128GB - Hàng Chính Hãng,4679000
"Điện thoại Samsung Galaxy Z Fold6, 512GB, điện thoại AI, màn hình cực đại 7.6"", mỏng nhẹ nhất - Hàng chính hãng",46990000
